Date;Prix
2017-05-05;2399.2
2017-12-05;2390.9
2017-05-19;2381.7
2017-05-26;2415.8
2017-02-06;2439.0
2017-09-06;2431.7
2017-06-16;2433.1
2017-06-23;2438.3
2017-06-30;2423.4
2017-07-07;2425.1
2017-07-14;2459.2
2017-07-21;2472.5
2017-07-28;2472.1
2017-04-08;2476.8
2017-11-08;2441.3
2017-08-18;2425.5
2017-08-25;2443.0
2017-01-09;2476.5
2017-08-09;2461.4
2017-09-15;2500.2
2017-09-22;2502.2
2017-09-29;2519.3
2017-06-10;2549.3
2017-10-13;2553.1
2017-10-20;2575.2
2017-10-27;2581.0
2017-03-11;2587.8
2017-10-11;2582.3
2017-11-17;2578.8
2017-11-24;2602.4
2017-01-12;2642.2
2017-08-12;2651.5
2017-12-15;2675.8
2017-12-22;2683.3
2017-12-29;2673.6
2018-05-01;2743.1
2018-12-01;2786.2
2018-01-19;2810.3
2018-01-26;2872.8
2018-02-02;2762.1
2018-09-02;2619.5
2018-02-16;2732.2
2018-02-23;2747.3
2018-02-03;2691.2
2018-09-03;2786.5
2018-03-16;2752.0
2018-03-23;2588.2
2018-03-30;2640.8
2018-06-04;2604.4
2018-04-13;2656.3
2018-04-20;2670.1
2018-04-27;2669.9
2018-04-05;2663.4
2018-11-05;2727.7
2018-05-18;2712.9
2018-05-25;2721.3
2018-01-06;2734.6
2018-08-06;2779.0
2018-06-15;2779.6
2018-06-22;2754.8
2018-06-29;2718.3
2018-06-07;2759.8
2018-07-13;2801.3
2018-07-20;2801.8
2018-07-27;2818.8
2018-03-08;2840.3
2018-10-08;2833.2
2018-08-17;2850.1
2018-08-24;2874.6
2018-08-31;2901.5
2018-07-09;2871.6
2018-09-14;2904.9
2018-09-21;2929.6
2018-09-28;2913.9
2018-05-10;2885.5
2018-12-10;2767.1
2018-10-19;2767.7
2018-10-26;2658.6
2018-02-11;2723.0
2018-09-11;2781.0
2018-11-16;2736.2
2018-11-23;2632.5
2018-11-30;2760.1
2018-07-12;2633.0
2018-12-14;2599.9
2018-12-21;2416.6
2018-12-28;2485.7
2019-04-01;2531.9
2019-11-01;2596.2
2019-01-18;2670.7
2019-01-25;2664.7
2019-01-02;2706.5
2019-08-02;2707.8
2019-02-15;2775.6
2019-02-22;2792.6
2019-01-03;2803.6
2019-08-03;2743.0
2019-03-15;2822.4
2019-03-22;2800.7
2019-03-29;2834.4
2019-05-04;2892.7
2019-12-04;2907.4
2019-04-19;2905.0
2019-04-26;2939.8
2019-03-05;2945.6
2019-10-05;2881.4
2019-05-17;2859.5
2019-05-24;2826.0
2019-05-31;2752.0
2019-07-06;2873.3
2019-06-14;2886.9
2019-06-21;2950.4
2019-06-28;2941.7
2019-05-07;2990.4
2019-12-07;3013.7
2019-07-19;2976.6
2019-07-26;3025.8
2019-02-08;2932.0
2019-09-08;2918.6
2019-08-16;2888.6
2019-08-23;2847.1
2019-08-30;2926.4
2019-06-09;2978.7
2019-09-13;3007.3
2019-09-20;2992.0
2019-09-27;2961.7
2019-04-10;2952.0
